                 	
  +2.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3000000000000007E+00	
  +2.1000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.9500000000000011E+00	
  +2.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.5999999999999996E+00	
  +2.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2500000000000000E+00	
  +2.4000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9000000000000004E+00	
  +2.5000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.5000000000000000E+00	
  +2.6000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.0500000000000007E+00	
  +2.7000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.6000000000000005E+00	
  +2.8000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.1500000000000004E+00	
  +2.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6500000000000004E+00	
  +3.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.2000000000000002E+00	
  +3.1000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7500000000000000E+00	
  +3.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2999999999999998E+00	
  +3.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8500000000000001E+00	
  +3.4000000000000000E+01	  +1.8359999999999999E+02	  +2.1002888098637064E+02	  +4.7500000000000000E+00	
  +3.5000000000000000E+01	  +2.3400000000000000E+02	  +3.5894360523185014E+02	  +6.0500000000000007E+00	
  +3.6000000000000000E+01	  +4.2840000000000003E+02	  +6.7069682985851682E+02	  +6.6500000000000004E+00	
  +3.7000000000000000E+01	  +6.8760000000000002E+02	  +1.0626354324800409E+03	  +7.7500000000000000E+00	
  +3.8000000000000000E+01	  +8.1360000000000002E+02	  +1.2198315311497797E+03	  +8.9000000000000004E+00	
  +3.9000000000000000E+01	  +5.0040000000000003E+02	  +7.5608417448519435E+02	  +9.4500000000000011E+00	
  +4.0000000000000000E+01	  +7.9200000000000003E+01	  +1.1385142808999748E+02	  +8.9000000000000004E+00	
  +4.1000000000000000E+01	  +1.8000000000000000E+01	  +1.4750524250287775E+01	  +7.7500000000000000E+00	
  +4.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.1500000000000004E+00	
  +4.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.0500000000000007E+00	
  +4.4000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.9500000000000002E+00	
  +4.5000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.8000000000000007E+00	
  +4.6000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.6500000000000004E+00	
  +4.7000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.5500000000000007E+00	
  +4.8000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.4500000000000002E+00	
  +4.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.3500000000000005E+00	
  +5.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.2500000000000000E+00	
  +5.1000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.1500000000000004E+00	
  +5.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.0500000000000007E+00	
  +5.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.0000000000000000E+00	
  +5.4000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9500000000000002E+00	
  +5.5000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8500000000000005E+00	
  +5.6000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8000000000000007E+00	
  +5.7000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7500000000000000E+00	
  +5.8000000000000000E+01	  +5.4000000000000000E+01	  +6.7164088156642308E+01	  +6.1000000000000005E+00	
  +5.9000000000000000E+01	  +1.8720000000000002E+02	  +2.8342739640037240E+02	  +7.0000000000000000E+00	
  +6.0000000000000000E+01	  +1.9800000000000000E+02	  +3.0308209408606945E+02	  +7.7000000000000002E+00	
  +6.1000000000000000E+01	  +9.3600000000000009E+01	  +1.3843570539433262E+02	  +7.8000000000000007E+00	
  +6.2000000000000000E+01	  +6.0480000000000007E+02	  +9.3492827214805141E+02	  +8.4000000000000004E+00	
  +6.3000000000000000E+01	  +4.3200000000000000E+02	  +6.6701725190306399E+02	  +9.3499999999999996E+00	
  +6.4000000000000000E+01	  +2.4480000000000001E+02	  +3.6848230901413291E+02	  +9.6000000000000014E+00	
  +6.5000000000000000E+01	  +3.6000000000000000E+01	  +3.0515917140935827E+01	  +9.3000000000000007E+00	
  +6.6000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.8000000000000007E+00	
  +6.7000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.4500000000000011E+00	
  +6.8000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0999999999999996E+00	
  +6.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7000000000000002E+00	
  +7.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.3500000000000005E+00	
  +7.1000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.0000000000000000E+00	
  +7.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.6500000000000004E+00	
